관리번호,성명,생년월일,사망년월일,성별,본적(대),본적(중),운동계열,포상년도,훈격(대분류),훈격(소분류),훈장전수여부,외국인여부
7238,김영옥,1868-00-00,1924-11-18,남,강원도,기타,3.1운동,1992,표창,대통령표창,전수,N
7239,윤용주,1884-01-29,1949-08-18,남,충청남도,아산,국내항일,1992,건국훈장,애족장,전수,N
7240,박두업,1898-04-17,1949-02-03,남,충청북도,영동,3.1운동,1992,건국훈장,애족장,전수,N
7241,송면수,1910-03-14,1950-08-10,남,강원도,회양,임시정부,1992,건국훈장,애국장,전수,N
7242,홍석훈,1921-07-05,1945-09-08,남,평안남도,평양,임시정부,1992,건국훈장,애국장,전수,N
7245,정태복,1888-10-01,1960-01-18,남,충청남도,홍성,국내항일,1992,건국훈장,애족장,전수,N
7249,임명조,1905-02-09,1965-10-27,남,경상남도,동래,3.1운동,1992,표창,대통령표창,전수,N
7250,유인수,1886-06-19,1947-12-27,남,경상남도,합천,3.1운동,1992,건국훈장,애족장,전수,N
7252,남상정,1884-02-05,1962-09-13,남,강원도,횡성,만주방면,1992,건국훈장,애족장,전수,N
7253,임용태,1917-02-05,2007-04-13,남,평안북도,정주,국내항일,2005,건국훈장,애족장,전수,N
7254,노윤길,1885-12-04,1976-01-10,남,평안남도,진남포,3.1운동,1992,건국훈장,애족장,전수,N
7255,이흥관,1910-03-02,1975-00-00,남,함경북도,미상,임시정부,1993,건국훈장,독립장,전수,N
7256,이상관,1891-04-01,1936-12-16,남,경상남도,밀양,만주방면,2008,건국훈장,애국장,전수,N
7258,홍제업,1862-08-06,1945-05-21,남,평안북도,의주,만주방면,1992,건국훈장,애족장,전수,N
7263,심부윤,1905-02-25,1951-04-20,남,강원도,삼척,국내항일,1992,건국훈장,애국장,전수,N
7264,한대홍,1901-12-18,1948-01-01,남,평안남도,평원,만주방면,2008,건국훈장,애국장,전수,N
7265,양순모,1905-11-10,1945-08-26,남,강원도,삼척,중국방면,1993,건국훈장,애족장,전수,N
7266,장병옥,1914-08-22,1947-08-01,남,경상북도,칠곡,국내항일,2005,포장,건국포장,전수,N
7267,정칠성,1908-04-20,1971-11-11,남,경상북도,칠곡,국내항일,1995,건국훈장,애족장,전수,N
7269,박정석,1897-05-09,1933-07-19,남,전라북도,남원,임시정부,1992,건국훈장,애국장,전수,N
7270,이맹삼,1867-11-07,1919-03-18,남,충청북도,제천,3.1운동,1992,건국훈장,애국장,전수,N
7271,김태섭,1881-00-00,1945-08-10,남,황해도,신천,3.1운동,1992,표창,대통령표창,전수,N
7275,한장리,1882-09-06,1977-07-15,남,경상북도,예천,의병,1992,포장,건국포장,전수,N
7276,서윤제,1908-02-07,1969-03-30,남,함경북도,경원,만주방면,1993,포장,건국포장,전수,N
7277,정태희,1923-05-05,1969-10-15,남,경상북도,고령,광복군,1992,건국훈장,애국장,전수,N
7278,김윤규,1894-12-16,1962-01-01,남,경기도,수원,3.1운동,1992,건국훈장,애족장,전수,N
7281,신도출,1898-02-07,1959-05-13,남,경상남도,거창,국내항일,1992,건국훈장,애족장,전수,N
7282,최무길,1896-12-18,1960-05-12,남,경상북도,김천,3.1운동,1992,표창,대통령표창,전수,N
7283,이증삼,1913-03-27,2003-03-14,남,경상남도,고성,국내항일,1993,포장,건국포장,전수,N
7285,김일조,1912-08-24,1985-02-01,남,경상북도,김천,국내항일,1992,건국훈장,애족장,전수,N
7286,박갑천,1913-03-22,1997-10-29,남,경상북도,김천,국내항일,1992,건국훈장,애족장,전수,N
7287,이재술,1901-11-14,1968-12-31,남,경상북도,영일,국내항일,1990,건국훈장,애족장,전수,N
7290,정공로,1875-00-00,미상,남,황해도,재령,3.1운동,1992,건국훈장,애족장,전수,N
7293,김두우,1898-04-25,1931-05-07,남,황해도,평산,3.1운동,1992,건국훈장,애족장,전수,N
7294,박세영,1910-11-11,1943-12-28,남,전라남도,광주,학생운동,1993,건국훈장,애족장,전수,N
7295,임원근,1899-03-04,1963-05-18,남,경기도,개성,국내항일,1993,건국훈장,애국장,전수,N
7296,김화원,1864-05-06,1968-01-30,남,경상북도,영덕,3.1운동,1992,건국훈장,애족장,전수,N
7297,이종근,1868-05-05,1943-03-18,남,경기도,기타,의병,1992,건국훈장,애족장,전수,N
7298,이홍길,1888-02-21,1955-04-05,남,전라북도,임실,의병,1992,건국훈장,애족장,전수,N
7299,유몽룡,1922-12-21,1961-08-20,남,경상남도,거창,학생운동,1992,포장,건국포장,전수,N
7300,주만우,1922-12-19,1945-09-14,남,전라남도,광주,학생운동,1992,포장,건국포장,전수,N
7301,정현수,1909-03-03,1952-09-08,남,전라북도,남원,국내항일,1995,포장,건국포장,전수,N
7303,구기언,1884-05-03,1958-10-03,남,경상남도,고성,만주방면,1992,포장,건국포장,전수,N
7304,김연일,1871-01-17,1940-05-10,남,경상북도,영일,국내항일,1993,건국훈장,애족장,전수,N
7305,민찬호,1903-03-02,1950-09-26,남,평안남도,양덕,3.1운동,2007,표창,대통령표창,전수,N
7306,김성복,1856-01-21,1938-12-01,남,경상북도,안동,3.1운동,1992,건국훈장,애족장,전수,N
7307,김치경,1905-09-17,1931-11-21,남,경상북도,안동,3.1운동,1992,건국훈장,애족장,전수,N
7308,김후병,1874-10-03,1964-12-14,남,경상북도,안동,국내항일,1993,건국훈장,애족장,전수,N
7309,박영진,1921-03-27,1950-06-25,남,경상북도,고령,광복군,1993,건국훈장,애국장,전수,N
7310,최봉엽,1894-05-16,1954-03-19,남,전라북도,옥구,국내항일,1993,포장,건국포장,전수,N
7311,백남칠,1892-01-13,1959-10-30,남,경기도,고양,임시정부,1992,건국훈장,애족장,전수,N
7312,임헌규,1885-02-10,1954-03-20,남,충청남도,연기,3.1운동,1992,건국훈장,애족장,전수,N
7313,안진강,1922-04-18,1953-03-07,남,경상북도,김천,학생운동,2022,건국훈장,애족장,전수,N
7314,안이순,1889-11-17,1955-04-20,남,강원도,춘천,국내항일,1993,포장,건국포장,전수,N
7315,안삼순,1894-00-00,1941-11-01,남,강원도,춘천,국내항일,1993,포장,건국포장,전수,N
7316,안귀봉,1900-03-13,1984-10-03,남,강원도,춘천,국내항일,1993,포장,건국포장,전수,N
7317,마도현,1882-01-24,1951-05-17,남,강원도,춘천,국내항일,1993,포장,건국포장,전수,N
7318,마만봉,1894-08-10,1951-02-10,남,강원도,춘천,국내항일,2012,건국훈장,애국장,전수,N
7319,마정삼,1857-03-20,1908-00-00,남,강원도,춘천,의병,1992,건국훈장,애국장,전수,N
7320,김기태,1890-07-28,1951-09-03,남,경상북도,의성,국내항일,2002,건국훈장,애족장,전수,N
7322,유태석,1858-04-20,1933-08-11,남,강원도,춘천,의병,1993,포장,건국포장,전수,N
7323,이응선,1884-12-13,1962-07-05,남,강원도,화천,3.1운동,1992,표창,대통령표창,전수,N
7324,이재영,1869-11-05,1947-11-23,남,강원도,화천,3.1운동,1992,표창,대통령표창,전수,N
7325,진수린,1898-12-21,1930-09-10,남,충청남도,아산,임시정부,1992,건국훈장,애국장,전수,N
7326,강세웅,1892-00-00,1960-07-09,남,황해도,기타,3.1운동,1993,표창,대통령표창,전수,N
7327,김용성,1905-01-07,1944-03-07,남,함경남도,정평,국내항일,1993,건국훈장,애족장,전수,N
7328,배승환,1885-09-16,1951-07-30,남,경상북도,안동,임시정부,1992,건국훈장,애족장,전수,N
7329,이창선,1859-09-08,1939-06-07,남,강원도,화천,3.1운동,1992,표창,대통령표창,전수,N
7330,박주일,1884-04-22,1952-06-28,남,전라남도,구례,의병,1992,건국훈장,애족장,전수,N
7332,민병두,1885-05-02,1960-12-30,남,강원도,홍천,3.1운동,1992,포장,건국포장,전수,N
7334,최경연,1859-02-07,1909-09-05,남,경상북도,김천,의병,1993,건국훈장,애국장,전수,N
7335,이병헌,1896-11-20,1976-01-17,남,서울,,3.1운동,1993,건국훈장,애족장,전수,N
7337,한용국,1886-07-10,1959-11-25,남,경상북도,문경,의병,1993,건국훈장,애족장,전수,N
7338,여운형,1885-04-24,1947-07-19,남,경기도,양평,임시정부,2008,건국훈장,대한민국장,전수,N
7340,고유훈,1870-10-19,1941-11-02,남,경상북도,문경,의병,1993,건국훈장,애족장,전수,N
7341,박유성,1907-06-30,1958-11-30,남,전라남도,영암,국내항일,2000,표창,대통령표창,전수,N
7343,김영득,1908-09-22,1940-01-04,남,경상북도,선산,국내항일,1993,건국훈장,애족장,전수,N
7346,김용복,1898-05-16,미상,남,평안북도,선천,만주방면,2021,건국훈장,애국장,미전수,N
7347,마신엽,1890-11-08,1960-09-06,남,전라남도,장성,의병,1993,건국훈장,애족장,전수,N
7348,남정준,1923-08-22,1948-07-19,남,전라남도,강진,학생운동,1993,건국훈장,애족장,전수,N
7350,정흥록,1881-10-09,1960-12-12,남,경상북도,의성,3.1운동,1993,표창,대통령표창,전수,N
7354,김광필,1894-00-00,1936-11-25,남,강원도,화천,3.1운동,1993,표창,대통령표창,전수,N
7355,오병수,1905-06-20,1938-04-11,남,경상북도,의성,국내항일,1993,건국훈장,애족장,전수,N
7356,박영규,1924-04-26,미상,남,함경남도,영흥,일본방면,2008,표창,대통령표창,전수,N
7358,이철형,1873-01-19,1918-02-18,남,전라북도,고창,의병,1993,건국훈장,독립장,전수,N
7360,권영목,1884-03-19,1935-05-30,남,경상북도,영주,중국방면,2007,건국훈장,애족장,전수,N
7362,이원녕,1864-01-15,1932-11-28,남,경상북도,상주,의병,1993,포장,건국포장,전수,N
7364,황선주,1881-02-01,1961-07-07,남,강원도,양양,3.1운동,1993,표창,대통령표창,전수,N
7365,유상,1890-08-30,1950-07-10,남,전라북도,정읍,국내항일,2005,표창,대통령표창,전수,N
7366,한흥삼,1875-10-15,1912-07-11,남,전라북도,정읍,의병,1993,건국훈장,애족장,전수,N
7369,오연길,1901-07-03,1969-01-08,남,전라북도,김제,3.1운동,2019,표창,대통령표창,전수,N
7370,최양홍,1907-01-27,1967-10-09,남,전라남도,영암,국내항일,2022,표창,대통령표창,전수,N
7371,장채극,1897-08-26,1972-07-11,남,함경북도,부령,3.1운동,1993,건국훈장,애족장,전수,N
7372,김차쇠,1899-07-23,1920-02-01,남,경상북도,의성,3.1운동,1993,포장,건국포장,전수,N
7373,황의영,1919-09-10,2013-01-20,남,전라남도,완도,국내항일,1993,포장,건국포장,전수,N
7374,최영운,1892-11-20,1946-01-04,남,전라남도,광주,국내항일,2005,포장,건국포장,전수,N
7376,김태동,1897-11-27,1982-09-03,남,경상북도,영덕,3.1운동,2003,표창,대통령표창,전수,N
7377,최병옥,1909-07-25,1989-02-08,남,전라남도,영암,국내항일,2020,표창,대통령표창,전수,N
7379,전달빈,1895-11-07,1970-05-04,남,평안북도,선천,국내항일,1993,표창,대통령표창,전수,N
7380,이호준,1894-11-10,1956-10-23,남,경상북도,안동,3.1운동,1993,표창,대통령표창,전수,N
7382,김재도,1900-01-10,1973-10-23,남,평안남도,평양,국내항일,1993,건국훈장,애족장,전수,N
7385,김세동,1870-05-14,1942-08-02,남,경상북도,안동,국내항일,1993,건국훈장,애국장,전수,N
7392,박치화,1895-00-00,1932-00-00,남,평안북도,의주,만주방면,1993,건국훈장,독립장,전수,N
7394,조두환,1884-03-01,1931-12-15,남,경상남도,의령,3.1운동,1993,포장,건국포장,전수,N
7395,김한주,1876-09-11,1962-05-30,남,충청북도,옥천,3.1운동,1993,건국훈장,애족장,전수,N
7396,안병하,1891-11-05,1960-07-15,남,충청북도,옥천,3.1운동,1993,건국훈장,애족장,전수,N
7397,고한주,1895-02-21,1927-09-09,남,충청북도,옥천,3.1운동,1993,건국훈장,애족장,미전수,N
7398,손일만,1901-10-06,1966-09-10,남,충청북도,옥천,3.1운동,2020,표창,대통령표창,전수,N
7399,안소석,1877-07-13,미상,남,충청북도,영동,3.1운동,2021,건국훈장,애족장,미전수,N
7400,김지수,1880-07-11,1961-08-25,남,충청북도,옥천,3.1운동,1993,표창,대통령표창,전수,N
7401,신우경,1888-02-05,1962-03-30,남,경상북도,영덕,의병,1993,건국훈장,애족장,전수,N
7402,신원범,1908-02-06,1970-08-05,남,전라남도,영암,국내항일,2010,포장,건국포장,전수,N
7403,정일삼,1885-07-19,1964-12-12,남,전라남도,함평,의병,1995,포장,건국포장,전수,N
7405,임만규,1893-01-10,1958-07-13,남,경상남도,하동,3.1운동,1993,표창,대통령표창,전수,N
7407,이종영,1886-12-26,1926-08-04,남,경상북도,안동,국내항일,1993,포장,건국포장,전수,N
7416,신재홍,1863-10-17,1907-11-15,남,황해도,연백,의병,1993,건국훈장,애국장,전수,N
7418,황문수,1860-01-19,1929-11-05,남,충청남도,홍성,3.1운동,1993,표창,대통령표창,전수,N
7419,임문호,1877-02-07,1930-03-15,남,충청남도,보령,3.1운동,1993,표창,대통령표창,전수,N
7420,박윤화,1867-01-17,1940-08-23,남,충청남도,보령,3.1운동,1993,표창,대통령표창,전수,N
7421,이철규,1892-07-28,1965-06-27,남,충청남도,보령,3.1운동,1993,표창,대통령표창,전수,N
7422,이성규,1886-04-02,1951-10-12,남,충청남도,보령,3.1운동,2018,표창,대통령표창,전수,N
7423,최병수,1906-11-05,1965-02-02,남,전라남도,영암,국내항일,2018,포장,건국포장,전수,N
7424,최판열,1911-12-06,1967-03-30,남,전라남도,영암,국내항일,2018,포장,건국포장,전수,N
7425,최사진,1905-04-16,1973-04-06,남,전라남도,영암,국내항일,2020,표창,대통령표창,전수,N
7428,최규태,1913-07-04,1963-03-16,남,전라남도,영암,국내항일,2022,표창,대통령표창,전수,N
7430,최명렬,1914-11-20,1990-04-07,남,전라남도,영암,국내항일,2021,표창,대통령표창,전수,N
7431,최규원,1907-05-15,1984-10-23,남,전라남도,영암,국내항일,2019,표창,대통령표창,전수,N
7432,최춘열,1903-07-16,1965-08-08,남,전라남도,영암,국내항일,2021,표창,대통령표창,전수,N
7433,최옥태,1909-08-03,1976-07-31,남,전라남도,영암,국내항일,2022,표창,대통령표창,전수,N
7434,최병호,1906-05-13,1972-12-15,남,전라남도,영암,국내항일,2019,표창,대통령표창,전수,N
7435,문영복,1909-11-12,1984-01-17,남,전라남도,영암,국내항일,2021,표창,대통령표창,전수,N
7436,문윤식,1911-03-09,1960-07-29,남,전라남도,영암,국내항일,2021,표창,대통령표창,전수,N
7437,유인춘,1906-04-10,1984-11-05,남,전라남도,영암,국내항일,2021,표창,대통령표창,전수,N
7438,최동림,1910-03-07,1950-10-20,남,전라남도,영암,국내항일,2018,포장,건국포장,전수,N
7439,최사열,1911-12-01,1983-08-27,남,전라남도,영암,국내항일,2021,표창,대통령표창,전수,N
7440,장석칠,1905-02-10,1952-07-16,남,전라남도,완도,국내항일,1993,건국훈장,애족장,전수,N
7441,정두실,1900-08-30,1961-05-31,남,전라남도,완도,국내항일,1993,건국훈장,애족장,전수,N
7442,천병섭,1899-12-11,1949-04-07,남,전라남도,완도,국내항일,1993,건국훈장,애족장,전수,N
7443,최창규,1905-09-13,1966-10-10,남,전라남도,완도,국내항일,1993,건국훈장,애족장,전수,N
7444,서재만,1904-09-23,1984-04-19,남,전라남도,완도,국내항일,1993,건국훈장,애족장,전수,N
7446,이현렬,1900-12-01,1978-06-28,남,전라남도,완도,3.1운동,2006,건국훈장,애족장,전수,N
7447,박도상,1901-04-08,1975-11-20,남,전라남도,영암,국내항일,2021,표창,대통령표창,전수,N
7448,신정범,1906-06-29,1982-07-14,남,전라남도,영암,국내항일,2021,표창,대통령표창,전수,N
7449,이명범,1912-00-00,미상,남,전라남도,영암,국내항일,2022,표창,대통령표창,전수,N
7450,이기범,1910-00-00,미상,남,전라남도,영암,국내항일,2021,표창,대통령표창,미전수,N
7452,최경호,1905-03-21,1979-11-05,남,전라남도,영암,국내항일,2021,표창,대통령표창,전수,N
7454,엄기선,1929-01-21,2002-12-09,여,경기도,여주,중국방면,1993,포장,건국포장,전수,N
7455,추성구,1844-11-19,1921-03-18,남,강원도,평창,의병,2012,포장,건국포장,전수,N
7456,이동진,1902-06-15,1973-05-25,남,강원도,고성,3.1운동,1993,표창,대통령표창,전수,N
7457,최완규,1922-04-20,1986-09-28,남,전라남도,기타,일본방면,1993,포장,건국포장,전수,N
7461,이교륜,1897-02-01,1978-11-02,남,경상남도,진주,3.1운동,1993,포장,건국포장,전수,N
7464,박정환,1924-02-15,1992-04-21,남,경상북도,경산,광복군,1995,건국훈장,애족장,전수,N
7465,유경흥,1920-08-15,1950-10-25,남,경상북도,칠곡,국내항일,2019,건국훈장,애족장,전수,N
7466,이기호,1888-08-05,1933-10-20,남,경상북도,안동,3.1운동,1993,표창,대통령표창,전수,N
7467,서건수,1874-01-17,1953-06-15,남,경상북도,달성,3.1운동,1995,포장,건국포장,전수,N
7468,신언진,1904-02-02,1958-04-25,남,전라북도,옥구,국내항일,1995,건국훈장,애족장,전수,N
7469,박재삼,1902-01-20,1963-02-28,남,경상남도,동래,3.1운동,2019,표창,대통령표창,전수,N
7470,박치상,1907-03-25,1966-10-13,남,전라남도,영암,국내항일,2021,표창,대통령표창,전수,N
7471,나운규,1902-10-27,1937-08-09,남,함경북도,회령,만주방면,1993,건국훈장,애국장,전수,N
7472,최병돈,1904-09-01,1955-08-07,남,전라남도,영암,국내항일,2022,표창,대통령표창,전수,N
7474,신용주,1906-02-14,1988-06-03,남,전라남도,영암,국내항일,2018,포장,건국포장,전수,N
7476,차경신,미상,미상,여,평안북도,선천,만주방면,1993,건국훈장,애국장,전수,N
7477,장홍염,1910-12-24,1990-11-05,남,전라남도,목포,학생운동,1993,건국훈장,애족장,전수,N
7478,원용학,1918-08-29,1976-07-31,남,전라북도,고창,일본방면,1993,포장,건국포장,전수,N
7480,김경봉,1908-10-15,1957-04-04,남,제주도,제주,국내항일,1993,건국훈장,애족장,전수,N
7481,장한호,1906-12-15,1972-04-16,남,제주도,제주,국내항일,1993,건국훈장,애족장,전수,N
7482,장용진,1910-05-27,1983-07-03,남,제주도,제주,국내항일,1993,건국훈장,애족장,전수,N
7483,홍경옥,1912-08-26,1949-11-15,남,제주도,제주,국내항일,1993,건국훈장,애족장,전수,N
7484,장병윤,1914-01-16,1983-07-03,남,제주도,제주,국내항일,1993,건국훈장,애족장,전수,N
7485,강공흡,1917-01-08,1974-06-25,남,제주도,제주,국내항일,1993,건국훈장,애족장,전수,N
7486,양병시,1915-04-13,1949-08-11,남,제주도,제주,국내항일,2019,건국훈장,애족장,전수,N
7487,임철호,1912-12-17,1948-07-20,남,전라북도,남원,국내항일,1993,건국훈장,애족장,전수,N
7488,최규철,1913-12-20,1992-02-28,남,전라남도,영암,국내항일,2000,표창,대통령표창,전수,N
7489,장채남,1895-06-08,1923-11-02,남,함경북도,부령,3.1운동,1993,건국훈장,애족장,전수,N
7491,배상권,1915-06-28,1942-06-17,남,경상남도,창원,일본방면,1993,건국훈장,애국장,전수,N
7492,김순종,1899-02-20,1972-03-20,남,제주도,기타,국내항일,2005,건국훈장,애족장,전수,N
7493,최만년,1901-03-15,1966-11-19,남,전라남도,영암,국내항일,2021,표창,대통령표창,전수,N
7494,조용성,1897-09-13,1961-08-27,남,경상남도,함안,3.1운동,1993,건국훈장,애족장,전수,N
7495,윤장수,1895-01-06,1958-03-20,남,경상남도,동래,3.1운동,1995,표창,대통령표창,전수,N
7496,허정,1894-07-04,1948-09-08,남,경상남도,동래,3.1운동,2021,표창,대통령표창,전수,N
7497,정태륜,1888-03-30,1923-06-29,남,경상남도,산청,3.1운동,1993,건국훈장,애족장,전수,N
7501,황도성,1885-10-24,1959-06-15,남,경기도,강화,3.1운동,1993,표창,대통령표창,전수,N
7503,박춘경,1868-02-05,1954-07-28,남,전라북도,순창,의병,1993,포장,건국포장,전수,N
7504,김종갑,1894-05-08,1933-10-03,남,충청남도,부여,3.1운동,1993,표창,대통령표창,전수,N
7505,손상봉,1863-11-23,1945-03-08,남,강원도,평창,3.1운동,1998,표창,대통령표창,전수,N
7509,이응삼,1858-05-06,1913-12-30,남,전라북도,장수,의병,1993,포장,건국포장,전수,N
7511,추성배,1901-02-11,1927-11-15,남,충청남도,부여,3.1운동,1993,표창,대통령표창,전수,N
7512,진상구,1887-03-04,1911-05-06,남,전라북도,부안,의병,1993,건국훈장,애국장,전수,N
7515,이선경,1902-05-25,1921-04-21,여,경기도,수원,국내항일,2012,건국훈장,애국장,전수,N
7517,박정훈,1893-11-02,1937-00-00,남,황해도,신천,만주방면,2008,건국훈장,애국장,미전수,N
7521,김민찬,1902-11-19,1950-11-20,남,강원도,이천,학생운동,1993,건국훈장,애족장,전수,N
7522,이형익,1881-05-16,미상,남,경기도,개성,3.1운동,2008,포장,건국포장,미전수,N
7523,이건흥,1886-11-15,1951-03-25,남,경기도,양주,3.1운동,1993,표창,대통령표창,전수,N
7524,조경래,1886-04-28,1952-09-15,남,전라남도,해남,3.1운동,1993,표창,대통령표창,전수,N
7525,이오길,1894-04-08,1943-09-12,남,충청남도,서천,국내항일,2019,표창,대통령표창,미전수,N
7526,이희남,1925-12-16,2008-06-16,남,강원도,회양,학생운동,1995,포장,건국포장,전수,N
7527,윤봉춘,1902-03-23,1975-10-20,남,함경북도,회령,만주방면,1993,건국훈장,애국장,전수,N
7529,강봉석,1901-03-07,1972-03-01,남,경상북도,상주,3.1운동,1993,표창,대통령표창,전수,N
7530,문석봉,1851-12-24,1896-11-19,남,경상북도,기타,의병,1993,건국훈장,독립장,전수,N
7532,정화중,1888-07-07,1931-08-09,남,충청북도,영동,3.1운동,1993,건국훈장,애족장,전수,N
7533,임의재,1882-07-07,1940-10-10,남,충청남도,청양,3.1운동,1993,건국훈장,애족장,전수,N
7534,김철기,1883-11-24,1946-02-18,남,강원도,양양,3.1운동,1993,건국훈장,애족장,전수,N
7538,배명순,1901-04-20,1954-01-20,남,전라남도,완도,국내항일,1993,표창,대통령표창,전수,N
7541,성만영,1875-09-23,1936-08-06,남,경상남도,합천,3.1운동,1993,건국훈장,애족장,전수,N
7543,임병철,1924-05-29,2010-10-01,남,충청북도,청원,일본방면,1995,표창,대통령표창,전수,N
7545,최관,1900-00-00,1979-05-02,남,함경북도,종성,만주방면,1996,건국훈장,애족장,전수,N
7546,최선근,1895-05-03,1947-11-20,남,강원도,강릉,3.1운동,1993,표창,대통령표창,전수,N
7547,조대현,1896-10-03,1939-06-18,남,강원도,강릉,3.1운동,1993,포장,건국포장,전수,N
7548,김규현,1879-09-21,1950-02-10,남,전라북도,진안,국내항일,1993,표창,대통령표창,전수,N
7549,김치보,1859-09-17,1941-11-18,남,평안남도,평양,노령방면,1996,건국훈장,독립장,전수,N
7551,우명철,1886-04-12,1950-08-20,남,서울,,3.1운동,1993,표창,대통령표창,전수,N
7553,장윤덕,1898-12-16,1975-02-10,남,경상북도,영주,3.1운동,2018,표창,대통령표창,전수,N
7554,황보선,1908-12-24,1982-08-19,남,경상북도,영천,학생운동,1993,건국훈장,애족장,전수,N
7556,김기범,1862-00-00,1919-03-23,남,경상남도,산청,3.1운동,1993,건국훈장,애국장,전수,N
7558,팽동주,1892-10-25,1945-04-28,남,경상남도,창원,국내항일,1993,건국훈장,애족장,전수,N
7559,김진숙,1897-02-18,1968-05-11,남,강원도,강릉,3.1운동,1993,표창,대통령표창,전수,N
7564,박봉길,1902-04-22,1960-02-02,남,경기도,양평,국내항일,2005,포장,건국포장,전수,N
7565,이사범,1876-07-20,1943-02-03,남,경기도,양주,3.1운동,1993,표창,대통령표창,전수,N
7566,이형원,1899-10-27,1969-11-17,남,함경남도,북청,3.1운동,1993,표창,대통령표창,전수,N
7568,여호진,1888-03-15,1947-03-02,남,경상북도,성주,3.1운동,1993,표창,대통령표창,전수,N
7569,박재룡,1887-12-05,1955-03-19,남,경상남도,진주,3.1운동,1993,건국훈장,애족장,전수,N
7570,천홍태,1903-12-06,1927-06-18,남,전라남도,완도,국내항일,1993,건국훈장,애국장,전수,N
7572,박수봉,1909-08-06,1948-02-17,남,전라남도,영암,국내항일,2000,표창,대통령표창,전수,N
7573,손용백,1903-01-16,1965-08-05,남,경상북도,영주,3.1운동,2020,표창,대통령표창,전수,N
7575,이철하,1909-12-11,1936-09-06,남,충청남도,공주,학생운동,1993,건국훈장,애국장,전수,N
7576,안확,1886-02-28,1946-12-01,남,서울,,국내항일,1993,건국훈장,애족장,전수,N
7577,이보영,1890-02-12,1955-04-10,남,경기도,양주,3.1운동,1993,표창,대통령표창,전수,N
7578,박건병,1892-00-00,1932-01-10,남,강원도,김화,중국방면,1993,건국훈장,독립장,전수,N
7580,정규환,1894-08-10,1961-10-29,남,경기도,수원,3.1운동,1993,건국훈장,애족장,전수,N
7581,백학수,1901-05-16,1969-05-27,남,평안북도,용천,국내항일,2006,건국훈장,애족장,전수,N
7586,정몽석,1896-04-16,1961-08-16,남,경상남도,하동,3.1운동,1993,건국훈장,애족장,전수,N
7587,이견구,1905-01-01,1931-07-13,남,경상북도,문경,국내항일,1993,건국훈장,애족장,전수,N
7588,여문회,1890-03-23,1964-09-10,남,경상북도,성주,3.1운동,1993,표창,대통령표창,전수,N
7590,김형배,1901-10-22,1944-02-09,남,제주도,제주,3.1운동,1993,표창,대통령표창,전수,N
7592,윤기석,1909-02-06,1991-10-14,남,경상북도,상주,국내항일,2022,표창,대통령표창,전수,N
7593,장삼수,1897-03-03,1926-11-19,남,경기도,강화,3.1운동,1993,표창,대통령표창,전수,N
7594,이보원,1870-00-00,1949-12-30,남,경기도,양평,3.1운동,1993,표창,대통령표창,전수,N
7595,오관영,1901-02-08,1980-12-18,남,평안남도,평원,만주방면,1993,건국훈장,애족장,전수,N
7597,윤병교,1887-12-15,1919-03-24,남,경상남도,합천,3.1운동,1993,건국훈장,애국장,전수,N
7599,장영남,1878-07-08,1971-10-10,남,경상북도,칠곡,3.1운동,1993,표창,대통령표창,전수,N
7600,한이군,1897-07-12,1938-12-06,남,경상북도,고령,3.1운동,1996,표창,대통령표창,전수,N
7602,양봉조,1888-00-00,1951-10-10,남,평안북도,의주,3.1운동,1993,건국훈장,애족장,전수,N
7603,이필희,1857-04-14,1900-03-03,남,서울,,의병,1993,건국훈장,독립장,전수,N
7604,이규현,1869-01-01,1961-01-15,남,경기도,여주,의병,1993,건국훈장,애국장,전수,N
7605,한준,1924-03-30,1950-08-18,남,충청남도,서산,국내항일,1993,건국훈장,애족장,전수,N
7607,김이근,1886-06-11,1965-04-06,남,평안북도,의주,3.1운동,1993,표창,대통령표창,전수,N
7609,강금수,1899-09-09,1969-06-13,남,경상남도,사천,3.1운동,2025,표창,대통령표창,미전수,N
7610,박지목,1878-06-28,1939-05-15,남,경상남도,의령,3.1운동,1993,건국훈장,애족장,전수,N
7611,강영국,1878-07-15,1946-04-04,남,충청남도,보령,3.1운동,1993,표창,대통령표창,전수,N
7612,이원근,1874-03-17,1949-02-07,남,경기도,부천,3.1운동,1993,건국훈장,애족장,전수,N
7613,윤병대,1887-09-05,1968-11-15,남,경상남도,합천,3.1운동,1993,표창,대통령표창,전수,N
7614,김용제,1893-08-28,1974-06-01,남,충청남도,홍성,3.1운동,1993,표창,대통령표창,전수,N
7615,김정준,1882-03-01,1964-11-15,남,경상북도,예천,의병,1993,건국훈장,애족장,전수,N
7616,고희준,1897-12-19,1951-01-11,남,충청남도,당진,3.1운동,1993,건국훈장,애족장,전수,N
7617,김윤권,1876-11-14,1944-04-02,남,경상남도,진주,3.1운동,1993,표창,대통령표창,전수,N
7618,김종화,1881-05-30,1956-12-13,남,경상북도,예천,의병,1993,건국훈장,애족장,전수,N
7621,황찬숙,1905-03-28,1970-01-26,남,경상남도,김해,국내항일,1993,건국훈장,애족장,전수,N
7625,김태원,1863-09-15,1933-03-13,남,강원도,영월,의병,1993,건국훈장,독립장,전수,N
7626,이재기,1874-05-02,1952-02-10,남,경상남도,하동,3.1운동,1993,표창,대통령표창,전수,N
